feature,importance
pm2_5_nowcast,118934506.9401242
pm10_nowcast,81163490.26672134
pm2_5_nowcast_lag_1h,77124596.59345278
pm2_5_nowcast_ma_6h,2061848.670015335
no2_ppb,1231108.0157222748
pm2_5_pm10_ratio,1046757.7034973949
traffic_index,653567.0469516218
so2_ppb,305920.01172599196
pm10_nowcast_lag_1h,26515.9027980268
pm10_nowcast_ma_6h,21442.188139811158
no2_ppb_lag_1h,18566.580034717917
co_ppm_8hr_avg,18306.606944963336
co_ppm_8hr_avg_lag_1h,18121.91302856803
hour_sin,14829.575600117445
no2_ppb_ma_6h,10218.67576147616
hour_cos,4304.794343724847
hour,3915.9155535697937
day_of_week_sin,3154.058231011033
season,2965.3257917165756
day_of_week_cos,1379.8752746582031
is_rush_hour,84.23407030105591
is_weekend,5.645400047302246
