feature,importance
pm2_5_nowcast,123097009.3948291
pm10_nowcast,84010701.80128983
pm2_5_nowcast_lag_1h,80266766.11517012
pm2_5_nowcast_ma_6h,2123211.7821698487
no2_ppb,1202010.8205660433
pm2_5_pm10_ratio,1027463.308377564
traffic_index,635488.7204555571
so2_ppb,273803.7105820775
pm10_nowcast_lag_1h,27014.30762629211
co_ppm_8hr_avg_lag_1h,20180.624701455235
co_ppm_8hr_avg,18930.1434391886
no2_ppb_lag_1h,18097.167459964752
pm10_nowcast_ma_6h,15440.292870655656
no2_ppb_ma_6h,13588.218304738402
hour_sin,13056.205453380942
hour_cos,5092.479067787528
hour,4568.3994939774275
season,3853.542924284935
day_of_week_cos,2907.173879623413
day_of_week_sin,2169.4672679305077
is_rush_hour,49.613766849040985
is_weekend,48.35155987739563
