datetime,forecast_hour,aqi_forecast,forecast_type,corrected
2026-01-02 22:00:00+00:00,1,96.60324962616522,3_day_forecast,True
2026-01-02 23:00:00+00:00,2,93.80740020658516,3_day_forecast,True
2026-01-03 00:00:00+00:00,3,101.94267225022635,3_day_forecast,True
2026-01-03 01:00:00+00:00,4,94.86576840421004,3_day_forecast,True
2026-01-03 02:00:00+00:00,5,101.88969865952146,3_day_forecast,True
2026-01-03 03:00:00+00:00,6,96.03449824913679,3_day_forecast,True
2026-01-03 04:00:00+00:00,7,100.67906817583577,3_day_forecast,True
2026-01-03 05:00:00+00:00,8,100.67906817583577,3_day_forecast,True
2026-01-03 06:00:00+00:00,9,103.18801147198846,3_day_forecast,True
2026-01-03 07:00:00+00:00,10,114.12939394075056,3_day_forecast,True
2026-01-03 08:00:00+00:00,11,116.02487652392966,3_day_forecast,True
2026-01-03 09:00:00+00:00,12,127.9989843203992,3_day_forecast,True
2026-01-03 10:00:00+00:00,13,119.87259523478869,3_day_forecast,True
2026-01-03 11:00:00+00:00,14,119.76383251754358,3_day_forecast,True
2026-01-03 12:00:00+00:00,15,128.07516407510758,3_day_forecast,True
2026-01-03 13:00:00+00:00,16,105.14582709512356,3_day_forecast,True
2026-01-03 14:00:00+00:00,17,125.79560149092114,3_day_forecast,True
2026-01-03 15:00:00+00:00,18,104.38028513500629,3_day_forecast,True
2026-01-03 16:00:00+00:00,19,124.71362971588611,3_day_forecast,True
2026-01-03 17:00:00+00:00,20,151.19504907858015,3_day_forecast,True
2026-01-03 18:00:00+00:00,21,145.61750970981976,3_day_forecast,True
2026-01-03 19:00:00+00:00,22,164.40724227772031,3_day_forecast,True
2026-01-03 20:00:00+00:00,23,136.83872808225257,3_day_forecast,True
2026-01-03 21:00:00+00:00,24,106.56425936387474,3_day_forecast,True
2026-01-03 22:00:00+00:00,25,121.41468510168329,3_day_forecast,True
2026-01-03 23:00:00+00:00,26,112.42826111563171,3_day_forecast,True
2026-01-04 00:00:00+00:00,27,127.05355984245556,3_day_forecast,True
2026-01-04 01:00:00+00:00,28,106.56876579780622,3_day_forecast,True
2026-01-04 02:00:00+00:00,29,125.75872230711445,3_day_forecast,True
2026-01-04 03:00:00+00:00,30,120.27597931808226,3_day_forecast,True
2026-01-04 04:00:00+00:00,31,106.07065769951319,3_day_forecast,True
2026-01-04 05:00:00+00:00,32,123.60529177890103,3_day_forecast,True
2026-01-04 06:00:00+00:00,33,123.40646444214958,3_day_forecast,True
2026-01-04 07:00:00+00:00,34,123.09412786649423,3_day_forecast,True
2026-01-04 08:00:00+00:00,35,162.7945583409634,3_day_forecast,True
2026-01-04 09:00:00+00:00,36,161.54541172199532,3_day_forecast,True
2026-01-04 10:00:00+00:00,37,134.11434615021835,3_day_forecast,True
2026-01-04 11:00:00+00:00,38,129.11073331613466,3_day_forecast,True
2026-01-04 12:00:00+00:00,39,144.59920420812085,3_day_forecast,True
2026-01-04 13:00:00+00:00,40,130.0909793223953,3_day_forecast,True
2026-01-04 14:00:00+00:00,41,146.80232815200867,3_day_forecast,True
2026-01-04 15:00:00+00:00,42,106.2400260409058,3_day_forecast,True
2026-01-04 16:00:00+00:00,43,129.12825322764382,3_day_forecast,True
2026-01-04 17:00:00+00:00,44,177.7171643783427,3_day_forecast,True
2026-01-04 18:00:00+00:00,45,164.48467192187863,3_day_forecast,True
2026-01-04 19:00:00+00:00,46,170.46292711558726,3_day_forecast,True
2026-01-04 20:00:00+00:00,47,125.98451566834841,3_day_forecast,True
2026-01-04 21:00:00+00:00,48,114.12939394075056,3_day_forecast,True
2026-01-04 22:00:00+00:00,49,113.57427485482218,3_day_forecast,True
2026-01-04 23:00:00+00:00,50,111.05861789179188,3_day_forecast,True
2026-01-05 00:00:00+00:00,51,139.071467587669,3_day_forecast,True
2026-01-05 01:00:00+00:00,52,130.09862580795837,3_day_forecast,True
2026-01-05 02:00:00+00:00,53,112.43239967740554,3_day_forecast,True
2026-01-05 03:00:00+00:00,54,102.87513620188767,3_day_forecast,True
2026-01-05 04:00:00+00:00,55,111.09007096127293,3_day_forecast,True
2026-01-05 05:00:00+00:00,56,103.44846495962086,3_day_forecast,True
2026-01-05 06:00:00+00:00,57,103.44846495962086,3_day_forecast,True
2026-01-05 07:00:00+00:00,58,136.93436739821576,3_day_forecast,True
2026-01-05 08:00:00+00:00,59,146.8311818702665,3_day_forecast,True
2026-01-05 09:00:00+00:00,60,153.92552005127098,3_day_forecast,True
2026-01-05 10:00:00+00:00,61,136.1859172403748,3_day_forecast,True
2026-01-05 11:00:00+00:00,62,113.57758570424123,3_day_forecast,True
2026-01-05 12:00:00+00:00,63,111.05806608355537,3_day_forecast,True
2026-01-05 13:00:00+00:00,64,116.35014908574401,3_day_forecast,True
2026-01-05 14:00:00+00:00,65,112.43239967740554,3_day_forecast,True
2026-01-05 15:00:00+00:00,66,113.5753784712952,3_day_forecast,True
2026-01-05 16:00:00+00:00,67,102.53338296740957,3_day_forecast,True
2026-01-05 17:00:00+00:00,68,120.28398053751165,3_day_forecast,True
2026-01-05 18:00:00+00:00,69,152.86251212577676,3_day_forecast,True
2026-01-05 19:00:00+00:00,70,155.09564729282786,3_day_forecast,True
2026-01-05 20:00:00+00:00,71,113.5753784712952,3_day_forecast,True
2026-01-05 21:00:00+00:00,72,119.34577996990582,3_day_forecast,True
