feature,importance
pm2_5_nowcast,122893698.29130776
pm2_5_nowcast_lag_1h,100101561.42452247
pm10_nowcast,63965414.64440271
pm2_5_nowcast_ma_6h,2165419.421481684
no2_ppb,1177478.265123561
pm2_5_pm10_ratio,861102.9354612827
traffic_index,635422.3009706438
so2_ppb,295624.87178620696
pm10_nowcast_lag_1h,51305.98605430126
no2_ppb_lag_1h,32907.87227602303
co_ppm_8hr_avg_lag_1h,18595.91874651611
pm10_nowcast_ma_6h,18190.2769395411
hour_sin,14328.971986189485
co_ppm_8hr_avg,13435.06923057139
no2_ppb_ma_6h,10271.097944542766
hour_cos,6829.797418773174
hour,5139.24014160037
season,4155.904844760895
day_of_week_cos,3397.284714847803
day_of_week_sin,2791.63256791234
is_weekend,94.16511821746826
is_rush_hour,48.014320850372314
