feature,importance
pm2_5_nowcast,0.9990686272966012
pm10_nowcast,0.0006276762835339424
pm2_5_pm10_ratio,0.00010231169409613744
pm10_nowcast_lag_1h,6.549871448588359e-05
no2_ppb_lag_1h,2.2349438538529694e-05
traffic_index,1.8959667397246262e-05
pm10_nowcast_ma_6h,1.8886622313814824e-05
no2_ppb,1.5562763366722747e-05
co_ppm_8hr_avg,1.2996847542583223e-05
pm2_5_nowcast_lag_1h,1.0448962799570497e-05
co_ppm_8hr_avg_lag_1h,9.860250431896665e-06
so2_ppb,8.11406022834219e-06
no2_ppb_ma_6h,4.3095224341086725e-06
hour_cos,4.279544752063633e-06
hour,2.695608482860685e-06
pm2_5_nowcast_ma_6h,2.0679269229781437e-06
season,1.8533312579182965e-06
hour_sin,1.205772023462278e-06
day_of_week_cos,9.994027609338354e-07
day_of_week_sin,7.504512844944286e-07
is_rush_hour,3.356201910527844e-07
is_weekend,2.1021855401058313e-07
