feature,importance
pm2_5_nowcast,0.9990600325811246
pm10_nowcast,0.0006327633840512052
pm2_5_pm10_ratio,0.00010350412619554364
pm10_nowcast_lag_1h,6.757717803086423e-05
no2_ppb_lag_1h,2.3207280023991486e-05
traffic_index,2.035937828932103e-05
pm10_nowcast_ma_6h,1.8232109032995375e-05
no2_ppb,1.3266758175171999e-05
co_ppm_8hr_avg,1.2971548192020877e-05
co_ppm_8hr_avg_lag_1h,1.1218234835570338e-05
pm2_5_nowcast_lag_1h,1.0812770725931971e-05
so2_ppb,7.834103129971947e-06
no2_ppb_ma_6h,4.558425588357207e-06
hour_cos,4.2434623498742886e-06
hour,2.776913489929791e-06
pm2_5_nowcast_ma_6h,2.150212542710225e-06
season,1.8984877593436678e-06
hour_sin,9.327873517353054e-07
day_of_week_cos,7.269242637290718e-07
day_of_week_sin,5.245134766947361e-07
is_rush_hour,3.232167010585683e-07
is_weekend,8.560466928336396e-08
