feature,importance
pm2_5_nowcast,122682982.49819167
pm10_nowcast,83845564.22119488
pm2_5_nowcast_lag_1h,79508407.86670019
pm2_5_nowcast_ma_6h,2137770.1689246595
pm2_5_pm10_ratio,1220131.65707165
no2_ppb,1206900.6537430733
traffic_index,598901.7006761879
so2_ppb,404217.3005117327
pm10_nowcast_lag_1h,39749.61405368149
co_ppm_8hr_avg_lag_1h,27398.321217998862
pm10_nowcast_ma_6h,23382.788085982203
no2_ppb_lag_1h,20205.804797440767
co_ppm_8hr_avg,16400.68183797598
hour_sin,14841.475756242871
no2_ppb_ma_6h,9515.764913767576
hour_cos,5656.473337069154
hour,5435.898772761226
day_of_week_sin,2785.282394602895
season,2632.3484853208065
day_of_week_cos,2498.6235377788544
is_weekend,30.62174940109253
is_rush_hour,24.59656047821045
