feature,importance
pm2_5_nowcast,119315303.58161774
pm10_nowcast,81249122.77179576
pm2_5_nowcast_lag_1h,77459248.6704966
pm2_5_nowcast_ma_6h,2075487.7027752995
no2_ppb,1219795.106445104
pm2_5_pm10_ratio,1126736.3533426076
traffic_index,642417.6416803151
so2_ppb,387227.6579865664
pm10_nowcast_lag_1h,26700.753622949123
pm10_nowcast_ma_6h,22162.02667801082
co_ppm_8hr_avg_lag_1h,19520.31683330238
no2_ppb_lag_1h,15237.943068608642
co_ppm_8hr_avg,15057.52212652564
no2_ppb_ma_6h,11538.212170377374
hour_sin,10414.901655450463
hour_cos,4982.747177749872
season,3493.8583892285824
hour,3184.2556490898132
day_of_week_cos,2558.5618213415146
day_of_week_sin,2171.0632856339216
is_rush_hour,128.486469745636
is_weekend,33.42671012878418
