feature,importance
pm2_5_nowcast,0.36033958
pm2_5_nowcast_lag_1h,0.3276647
pm10_nowcast,0.2106517
pm2_5_nowcast_ma_6h,0.075664446
pm2_5_pm10_ratio,0.006422117
traffic_index,0.006300867
no2_ppb,0.0051729614
pm10_nowcast_lag_1h,0.0030510512
so2_ppb,0.0010083858
season,0.0009119662
hour_sin,0.0006876049
is_rush_hour,0.00044987656
hour,0.00041395062
co_ppm_8hr_avg,0.00029679545
co_ppm_8hr_avg_lag_1h,0.00020484917
no2_ppb_lag_1h,0.00016754778
is_weekend,0.00013835588
hour_cos,0.0001238749
pm10_nowcast_ma_6h,0.000107655265
no2_ppb_ma_6h,9.913225e-05
day_of_week_cos,8.2818005e-05
day_of_week_sin,3.9848186e-05
