feature,importance
pm2_5_nowcast,122740765.4598745
pm10_nowcast,83488999.5078892
pm2_5_nowcast_lag_1h,80123165.39195685
pm2_5_nowcast_ma_6h,2010513.689612195
no2_ppb,1749183.6681961417
pm2_5_pm10_ratio,1133860.3389040977
so2_ppb,376190.63238964975
traffic_index,84078.09665887058
pm10_nowcast_lag_1h,45844.22123102844
no2_ppb_lag_1h,21614.51326085627
co_ppm_8hr_avg,19058.082232400775
co_ppm_8hr_avg_lag_1h,18140.767215579748
pm10_nowcast_ma_6h,14618.391635030508
hour_sin,12156.972817748785
no2_ppb_ma_6h,11504.205269649625
hour,6071.472182407975
hour_cos,5790.785305723548
day_of_week_sin,4492.291394412518
season,3504.451389402151
day_of_week_cos,2096.322345197201
is_weekend,48.56773144006729
is_rush_hour,27.38453233242035
