feature,importance
pm2_5_nowcast,0.72238344
pm10_nowcast,0.15690133
pm2_5_nowcast_lag_1h,0.11216045
pm2_5_pm10_ratio,0.0030284575
pm10_nowcast_lag_1h,0.002266414
co_ppm_8hr_avg,0.00068993174
no2_ppb,0.0005721234
co_ppm_8hr_avg_lag_1h,0.0004470567
traffic_index,0.00026602205
no2_ppb_lag_1h,0.00025898885
so2_ppb,0.00024749356
season,0.00014221667
pm2_5_nowcast_ma_6h,0.0001123019
hour_sin,9.946291e-05
no2_ppb_ma_6h,7.850903e-05
hour_cos,7.7066696e-05
pm10_nowcast_ma_6h,7.471599e-05
day_of_week_sin,5.5416527e-05
day_of_week_cos,4.5842913e-05
is_weekend,3.270271e-05
hour,3.0859595e-05
is_rush_hour,2.9202805e-05
