pm2_5_nowcast,pm10_nowcast,co_ppm_8hr_avg,no2_ppb,so2_ppb,pm2_5_pm10_ratio,traffic_index,hour,is_rush_hour,is_weekend,season,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,pm2_5_nowcast_lag_1h,pm10_nowcast_lag_1h,co_ppm_8hr_avg_lag_1h,no2_ppb_lag_1h,pm2_5_nowcast_ma_6h,pm10_nowcast_ma_6h,no2_ppb_ma_6h
-74.174835,-6.8913193,-0.15349197,-0.14840786,-0.11278617,-1.1124634,-0.10399336,-0.02009332,0.0040531186,-0.0017233192,0.0054311566,0.030223921,-0.0064374767,-0.003571214,-0.005563557,-8.841799,0.027106585,-0.018132402,0.023015017,0.04883271,0.06926219,0.049183656
-74.16043,-6.960094,-0.13799849,-0.18961866,-0.106987216,-1.1094835,-0.086274154,-0.024633009,0.0037821687,-0.0018443285,0.006280024,0.023765482,-0.0048619905,-0.0012704475,-0.0027164118,-8.824834,0.028484728,-0.034513414,0.042782437,0.045543067,0.049600683,0.048749972
-74.10722,-7.144653,-0.13264596,-0.1870824,-0.14026168,-1.137137,-0.075669184,-0.022265194,0.00238339,-0.000963912,0.011151683,0.0116430875,0.001789171,-0.0021503062,-0.019232843,-8.78819,-0.051081534,-0.03743979,0.038821757,0.05341792,0.056537807,0.0016831865
-74.826935,-7.1948485,-0.12843183,-0.17633389,-0.0992067,-0.98856694,-0.056262825,-0.0071475855,0.0013295154,-0.0005762314,0.013366373,0.008660384,0.00897955,0.002624252,-0.014348901,-8.756828,-0.0011273912,-0.030581791,0.03146802,0.066944145,0.038550805,-0.013475558
-75.19316,-7.293834,-0.13687831,-0.15230872,-0.09671016,-0.9363427,-0.13553597,-0.013598248,-0.0047318465,-0.000634328,0.0108977165,-0.0755944,0.024198215,0.023202183,-0.014269589,-8.758025,0.045836326,-0.03307846,0.026309315,0.04888063,0.04631758,-0.022615707
-75.57836,-7.462151,-0.124116056,-0.14800808,-0.099294044,-0.86610055,-0.091050215,-0.021640297,-0.004665142,0.0008957593,0.0142338555,-0.008639913,0.018123109,0.026396275,0.00016780163,-8.786859,-0.024788085,-0.03402708,0.012460837,0.023899203,0.040602177,0.029143106
-76.575005,-7.6302915,-0.13211296,-0.13309123,-0.05434065,-0.96465737,-0.041727614,-0.028119406,-0.006142225,-0.002432056,0.005004649,-0.061080143,-0.038850423,0.022862587,-0.0063569173,-8.791179,-0.013452826,-0.046397805,0.019567713,-0.022700423,0.030730808,0.069146894
-76.68367,-7.6572647,-0.119462594,-0.14706138,0.018422427,-0.8849457,-0.052713595,-0.0012861972,-0.011331626,-0.0013962702,0.004904195,0.0050797816,0.028969137,0.015541975,-0.002528436,-8.856341,0.033101145,-0.047775753,0.01700941,-0.0074771103,-0.053079236,0.09037715
-76.65698,-7.6383157,-0.13108732,-0.14008912,-0.15150906,-0.90719175,-0.11116436,-0.006056617,-0.00863178,-0.0011566931,0.0030853457,0.031426284,0.030206997,0.017113294,-0.0023051007,-8.865849,0.029468643,-0.04996859,0.010315659,-0.009007926,-0.079976134,0.11402642
-76.66717,-7.6919885,-0.13298653,-0.14333735,-0.092445105,-0.9343892,-0.099900834,-0.018422795,-0.007220228,0.00025492618,0.004276536,0.014487458,-0.02127455,0.027513772,-0.010649806,-8.865068,0.038117696,-0.052524555,0.046252266,-0.006118559,-0.054461222,0.016273655
-75.311005,-7.517451,-0.13170435,-0.15034908,-0.16565433,-0.916861,-0.08704433,0.019740168,0.0036832802,-0.0016634623,-0.003954145,0.021409344,-0.023135386,0.019690886,-0.0056403205,-8.86425,0.05326612,-0.054299723,0.04253939,0.002968505,-0.10184377,0.06698485
-74.76157,-7.4167604,-0.12787959,-0.15662916,-0.14766547,-0.8830272,-0.07623942,0.067351915,0.0033608458,-0.0024686756,0.0020520003,0.024588188,-0.0023418982,-0.026439313,-0.005884113,-8.798502,0.08987865,-0.04654446,0.03981063,0.03803985,-0.06795337,0.04646421
-73.978516,-7.300596,-0.12688118,-0.15420525,-0.087017514,-0.92123675,-0.06784069,-0.025706794,0.0031869162,-0.004033067,0.0015932505,0.0047213654,-0.008143885,-0.0003229624,-0.008330847,-8.761759,0.09506794,-0.0431387,0.037389785,0.006688358,-0.05936364,0.061175387
-73.984276,-7.2946715,-0.13051534,-0.15909544,-0.08726288,-0.9253815,-0.081163034,-0.026302984,0.0020863232,-0.002008041,0.0053577055,-0.0019187497,-0.00132732,-0.004995394,-0.0077567645,-8.694769,0.10385546,-0.038881917,0.035483405,0.016833337,-0.057071395,0.06671145
-73.00647,-7.272343,-0.1305059,-0.16204932,-0.15562849,-0.9400148,-0.081276245,0.026104696,0.0025979162,-0.002863975,0.0028723527,0.023627339,0.025214735,0.0045571956,-0.005337227,-8.660559,0.13614862,-0.041023888,0.030244943,0.062861346,-0.025637612,0.058023207
-72.96514,-7.2731166,-0.13323921,-0.17019065,-0.13751173,-0.98247135,-0.078386925,0.022530017,0.0025505305,-0.0027507544,0.0045700846,0.047728855,0.02747564,0.0015361393,-0.006125853,-8.6081915,0.14836307,-0.03781442,0.037808698,0.06805113,0.021778628,0.07079037
-73.02686,-7.275521,-0.1279911,-0.15645313,-0.11935442,-0.9877498,-0.077136174,0.02918598,0.0026500535,-0.0029860656,0.005225535,-0.014720452,0.0031493334,0.010997193,-0.0032992878,-8.630611,0.17034332,-0.04045268,0.035978153,0.06772817,0.020403344,0.061027892
-73.99059,-7.2863383,-0.12929437,-0.1508561,-0.13021259,-0.9758104,-0.07555385,0.011078268,0.0039289487,-0.00311562,0.008592024,-0.02632593,-0.0064947875,0.009137599,0.0006654074,-8.633316,0.12058329,-0.035206154,0.03441088,0.051613,-0.02602274,0.11284615
-73.99792,-7.3093734,-0.13070908,-0.15014862,-0.1115789,-0.9892453,-0.08118573,0.014301607,-0.0073774373,0.0009737013,0.009179728,-0.021433696,0.0012250417,0.01105368,0.0015667063,-8.695559,0.12601054,-0.03701475,0.04272853,0.06373856,-0.023124408,0.060568042
