feature,importance
pm2_5_nowcast,119872124.62927829
pm10_nowcast,81574376.98837599
pm2_5_nowcast_lag_1h,77822491.75350699
pm2_5_nowcast_ma_6h,2060336.4947304875
no2_ppb,1926289.260546118
pm2_5_pm10_ratio,1174532.2675024122
so2_ppb,397436.85438624024
pm10_nowcast_lag_1h,37363.590075939894
traffic_index,20396.186178803444
co_ppm_8hr_avg,17512.430310428143
pm10_nowcast_ma_6h,16200.232051983476
no2_ppb_lag_1h,15753.68915116787
co_ppm_8hr_avg_lag_1h,13788.4055198282
hour_sin,12415.276142716408
no2_ppb_ma_6h,10552.311416357756
hour,3661.9683123528957
hour_cos,2881.6203811466694
day_of_week_sin,2572.007550701499
season,2163.761823564768
day_of_week_cos,1725.7223078161478
is_rush_hour,58.64386069774628
is_weekend,24.803639888763428
