feature,importance
pm2_5_nowcast,0.9990654811539952
pm10_nowcast,0.0006245487769958947
pm2_5_pm10_ratio,0.00010492307409287414
pm10_nowcast_lag_1h,6.332825076043337e-05
pm10_nowcast_ma_6h,2.087238268526216e-05
no2_ppb_lag_1h,2.0354202572122686e-05
traffic_index,1.854065336633693e-05
no2_ppb,1.7375602236590667e-05
co_ppm_8hr_avg,1.5107768400398134e-05
co_ppm_8hr_avg_lag_1h,1.1627450731781114e-05
pm2_5_nowcast_lag_1h,1.0484161607688332e-05
so2_ppb,1.0407838243887013e-05
hour_cos,4.183322410251674e-06
no2_ppb_ma_6h,4.078319611494486e-06
hour,2.161768207673589e-06
season,1.757406270275206e-06
pm2_5_nowcast_ma_6h,1.6401865784865726e-06
hour_sin,1.158934178469319e-06
day_of_week_cos,7.748701116941658e-07
day_of_week_sin,5.607660178806017e-07
is_rush_hour,3.827436098034256e-07
is_weekend,2.503673158022674e-07
