feature,importance
pm2_5_nowcast,0.9981959343896079
pm10_nowcast,0.0010886299037727771
pm2_5_pm10_ratio,0.00024171276723695677
pm10_nowcast_lag_1h,0.00010220577724104297
pm10_nowcast_ma_6h,5.3628825522995654e-05
co_ppm_8hr_avg,5.3485550808413664e-05
co_ppm_8hr_avg_lag_1h,5.011360996593209e-05
no2_ppb,4.7402671200273114e-05
no2_ppb_lag_1h,4.223583757603416e-05
traffic_index,4.181399658769853e-05
so2_ppb,3.437320724983976e-05
no2_ppb_ma_6h,1.560253286262535e-05
hour_cos,7.97519547461413e-06
pm2_5_nowcast_lag_1h,7.1845133307398946e-06
hour_sin,4.179037965267533e-06
pm2_5_nowcast_ma_6h,4.0304981935795445e-06
hour,2.538227522635331e-06
day_of_week_sin,2.2597636010492583e-06
season,2.2498567939054936e-06
day_of_week_cos,1.760795025717045e-06
is_rush_hour,5.138158036282877e-07
is_weekend,1.6922665645646217e-07
