feature,importance
pm2_5_nowcast,119716585.93202317
pm10_nowcast,81400432.02195323
pm2_5_nowcast_lag_1h,77857054.21511789
pm2_5_nowcast_ma_6h,2087798.3308312
no2_ppb,1217081.0588323772
pm2_5_pm10_ratio,1081909.7302496284
traffic_index,650551.7593007386
so2_ppb,438311.76015122235
pm10_nowcast_lag_1h,29535.433730721474
co_ppm_8hr_avg_lag_1h,19514.425468489528
co_ppm_8hr_avg,19361.74282667041
pm10_nowcast_ma_6h,18419.452592253685
no2_ppb_lag_1h,16461.852852225304
hour_sin,13676.062537312508
no2_ppb_ma_6h,12004.45409180224
hour_cos,4784.099615320563
hour,4136.811731427908
day_of_week_cos,1983.596355035901
day_of_week_sin,1851.7486018836498
season,1357.1316558718681
is_rush_hour,271.47824507951736
is_weekend,24.87140989303589
