feature,importance
pm2_5_nowcast,117346666.51736109
pm10_nowcast,79797528.31588681
pm2_5_nowcast_lag_1h,76307210.6919793
pm2_5_nowcast_ma_6h,2101502.4953785837
no2_ppb,1243374.8183092326
pm2_5_pm10_ratio,945099.7594447285
traffic_index,618745.3220528662
so2_ppb,387821.1306988448
pm10_nowcast_lag_1h,31483.44007086754
co_ppm_8hr_avg,22424.76935710013
co_ppm_8hr_avg_lag_1h,20008.64052723348
no2_ppb_lag_1h,18605.46428707242
pm10_nowcast_ma_6h,16752.132367148995
no2_ppb_ma_6h,13966.20971237123
hour_sin,12982.286905884743
hour,4701.970844194293
hour_cos,4101.629251509905
season,3085.3082796931267
day_of_week_cos,2900.1610490381718
day_of_week_sin,2604.7165930867195
is_rush_hour,97.5401611328125
is_weekend,12.3858003616333
