feature,importance
pm2_5_nowcast,118172414.52989401
pm10_nowcast,80618765.8835263
pm2_5_nowcast_lag_1h,76824068.1469467
pm2_5_nowcast_ma_6h,1896034.0812603086
no2_ppb,1279868.9988033324
pm2_5_pm10_ratio,1034610.7582485527
traffic_index,571768.0803188682
so2_ppb,378227.24702233076
pm10_nowcast_lag_1h,25411.069670021534
pm10_nowcast_ma_6h,23522.93324136734
co_ppm_8hr_avg_lag_1h,18372.163164779544
no2_ppb_lag_1h,16942.907782927155
hour_sin,16398.125447556376
co_ppm_8hr_avg,15923.696662142873
no2_ppb_ma_6h,12552.73136024177
hour_cos,6258.345717474818
hour,4653.768395677209
day_of_week_sin,2653.561562538147
season,2477.2358433902264
day_of_week_cos,1809.6189052313566
is_rush_hour,50.04838991165161
is_weekend,29.919078707695007
