feature,importance
pm2_5_nowcast,0.9982331281249424
pm10_nowcast,0.001046301818798518
pm2_5_pm10_ratio,0.00024315058401311475
pm10_nowcast_lag_1h,0.00010414379900056146
pm10_nowcast_ma_6h,5.473541315700517e-05
co_ppm_8hr_avg,5.4602388308375665e-05
co_ppm_8hr_avg_lag_1h,4.809864742315686e-05
no2_ppb,4.661726710015137e-05
traffic_index,4.376405007284871e-05
no2_ppb_lag_1h,4.047158069251754e-05
so2_ppb,3.4538130303930894e-05
no2_ppb_ma_6h,1.4595866106744082e-05
pm2_5_nowcast_lag_1h,8.231196357688992e-06
hour_cos,8.015363615268427e-06
hour_sin,5.149604710102142e-06
pm2_5_nowcast_ma_6h,4.487695861904189e-06
season,2.9338146644269576e-06
hour,2.513069815899098e-06
day_of_week_sin,2.3746733215666655e-06
day_of_week_cos,1.8328980714655714e-06
is_weekend,1.5962455119787345e-07
is_rush_hour,1.543891110786806e-07
