pm2_5_nowcast,pm10_nowcast,co_ppm_8hr_avg,no2_ppb,so2_ppb,pm2_5_pm10_ratio,traffic_index,hour,is_rush_hour,is_weekend,season,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,pm2_5_nowcast_lag_1h,pm10_nowcast_lag_1h,co_ppm_8hr_avg_lag_1h,no2_ppb_lag_1h,pm2_5_nowcast_ma_6h,pm10_nowcast_ma_6h,no2_ppb_ma_6h
-55.22039119353891,-15.06163795220206,-0.07148271242762239,-0.4669700816851871,-0.516398101647494,-2.5146536757489883,-0.2502307795307965,0.10184295683550434,0.005234353183446736,0.0015689526589307405,-0.011883008609393028,-0.02791527667224357,-0.018414732641349862,0.006698736808144253,-0.03384561663577552,-31.25434418490263,0.6792379640228607,0.03613269609715077,0.2652969332405753,-1.1228816816384148,0.1461187715464469,0.237026729543144
-57.21319135054437,-15.045174581142119,-0.05883453838306047,-0.4727190581607882,-0.49560809091129154,-2.5682466570235576,-0.23236586615006552,0.1534859905282882,-0.0023283113220048546,0.0015224476642241099,-0.011968846974500097,-0.017815907313844793,-0.02252462517335217,0.009592252723443067,0.007605853736034136,-31.21512572405198,0.7355971682003545,0.05291792041311503,0.24052054011470517,-1.1263938843177719,0.20760742421836179,0.21400485325499327
-57.33695229816098,-15.348389705586992,-0.018378968777324554,-0.4607093378502591,-0.5408335205597411,-2.5184045253664196,-0.23897225321194016,-0.04225339431541169,-0.0073448178024958025,0.0014635787323514214,-0.01606024986259412,0.003805458972449775,-0.010217926994029033,0.011329365840171081,0.04540293423768027,-31.764277409463503,0.661194025163622,0.04649141443860704,0.270871257005732,-2.002314589954055,0.24144646816781604,0.19794855552587487
-57.32537599762655,-15.310653760599777,-0.004590159634559191,-0.45404113261709006,-0.5249171399852408,-2.512342265974622,-0.23996676581528203,-0.11829548408601497,-0.0073448178024958025,0.0014635787323514214,-0.008424197592965525,0.019069904761789887,-0.007468003297116454,0.011446373317877472,0.041847595787910544,-31.766218073595493,0.6747713804100455,0.058461040908254755,0.22863000772957015,-1.9276295316721355,0.27209067432806266,0.16863834895006843
-57.283837872227096,-15.26812292516926,-0.006344086497005545,-0.4528051160088459,-0.5972264755110046,-2.5119383464955884,-0.23337525275481844,-0.09536578796067251,-0.003562625822231321,0.001510083727058052,-0.006148119393507947,0.01667977625407688,-0.010029823026908644,0.012197365396301904,0.048375597202084224,-31.73410049550688,0.7060049296732843,0.059656788180350764,0.2209473946034707,-1.884698252769336,0.26636769758172224,0.16802227867522992
-57.32457102936063,-15.216884940485478,-0.0013498070921094507,-0.4561120154841644,-0.6024697367883762,-2.507742754687991,-0.23290802958972426,-0.051174010620602735,-0.0014383862476126535,0.001510083727058052,-0.014039379957174402,0.11980191377741854,-0.013275650664170078,0.010007204328882769,0.048807247944133186,-31.70582241597014,0.7056337928054768,0.06337111896837885,0.21768264784122277,-1.798027725593968,0.2613426457547107,0.1930861762184208
-57.316108900404274,-15.22168323948492,0.005232907982451599,-0.46527648422089213,-0.6028226808221095,-2.4944624648697498,-0.23007540373467478,-0.059371198176215605,-0.004814356511153527,0.001510083727058052,-0.013866593578102639,0.055087365427616185,-0.006424942810194402,0.009733476629607067,0.03495027663572852,-31.736970540147837,0.6605696703464027,0.047632732091281625,0.21859870300539283,-1.805150304683181,0.3236083518556419,0.1840676081513577
-57.32189466783409,-15.290101351763948,-0.0046762222636713155,-0.44878048702393963,-0.6237794581445278,-2.4906234513877874,-0.21731137232913836,-0.0699889963644866,-0.004814356511153527,0.001510083727058052,-0.013808010965811041,-0.06307367015932082,-0.028377201823410653,0.010489908914540406,0.0738453862537706,-31.714975401558142,0.623498639172575,0.052753144128407536,0.21874184733756225,-1.8102729313615504,0.4104960432099988,0.19840989474560602
-57.31666661506524,-15.02344994667651,-0.005676166442762785,-0.4503370026842104,-0.6454425501507782,-2.4420878812974856,-0.20998028551105208,0.007211883449866728,-0.004814356511153527,0.001510083727058052,-0.013808010965811041,-0.023827097909199988,0.06374539598359409,0.006805042066283653,0.04917052614437939,-31.72704382428804,0.6517341750854235,0.052887727157487685,0.22308092925096312,-1.7946852136861007,0.5119714995170935,0.20522929490684896
-55.12437258769035,-15.117410281086533,-0.012723222944190976,-0.44201728413533625,-0.6811089195767194,-2.4500208227392446,-0.21031023663613466,0.021080660938150475,0.009387635706840968,0.001510083727058052,-0.015339740252399743,-0.08844183022834454,0.06254553449268878,0.0068227320345486085,0.05475690764403823,-31.694215628854195,0.5064124792299053,0.06184118814561146,0.22244882190267376,-1.5894907009139285,0.2838273542809707,0.19957539216677136
