feature,importance
pm2_5_nowcast,117345586.43779042
pm10_nowcast,79799004.45800859
pm2_5_nowcast_lag_1h,76308052.36544417
pm2_5_nowcast_ma_6h,2101388.4216876924
no2_ppb,1242917.147489354
pm2_5_pm10_ratio,943641.1459404379
traffic_index,618312.7740461826
so2_ppb,387911.20725880563
pm10_nowcast_lag_1h,31567.61576254666
co_ppm_8hr_avg,22009.401676878333
no2_ppb_lag_1h,20860.885321468115
co_ppm_8hr_avg_lag_1h,19676.041450425982
pm10_nowcast_ma_6h,17357.99744860828
no2_ppb_ma_6h,15163.88200134039
hour_sin,12732.992458924651
hour,5412.465062722564
hour_cos,3950.474798336625
season,2827.572485089302
day_of_week_sin,2819.168669551611
day_of_week_cos,2170.384222716093
is_rush_hour,71.92689967155457
is_weekend,0.0
