feature,importance
pm2_5_nowcast,121638106.45358843
pm10_nowcast,82802203.95099641
pm2_5_nowcast_lag_1h,79186277.6411864
pm2_5_nowcast_ma_6h,2031911.3931362182
no2_ppb,1214307.4684569389
pm2_5_pm10_ratio,1178962.143609479
traffic_index,602270.873472169
so2_ppb,426893.0988596678
pm10_nowcast_lag_1h,41889.53411233425
pm10_nowcast_ma_6h,22661.491383954883
co_ppm_8hr_avg,19982.348837852478
no2_ppb_lag_1h,18601.48814241588
co_ppm_8hr_avg_lag_1h,18348.9004470855
hour_sin,15769.542340382934
no2_ppb_ma_6h,10128.445643484592
hour_cos,4672.287312448025
hour,4008.054034471512
day_of_week_cos,3902.0492428541183
season,3453.0359560251236
day_of_week_sin,3002.9828531444073
is_rush_hour,69.9012496471405
is_weekend,45.70170021057129
