datetime,forecast_hour,aqi_forecast,forecast_type,corrected
2025-12-19 22:00:00+00:00,1,192.06793333333337,3_day_forecast,False
2025-12-19 23:00:00+00:00,2,218.99291666666664,3_day_forecast,False
2025-12-20 00:00:00+00:00,3,197.19166666666672,3_day_forecast,False
2025-12-20 01:00:00+00:00,4,205.984,3_day_forecast,False
2025-12-20 02:00:00+00:00,5,216.02151984126982,3_day_forecast,False
2025-12-20 03:00:00+00:00,6,187.7329333333333,3_day_forecast,False
2025-12-20 04:00:00+00:00,7,192.5419333333334,3_day_forecast,False
2025-12-20 05:00:00+00:00,8,224.25917265512277,3_day_forecast,False
2025-12-20 06:00:00+00:00,9,208.318,3_day_forecast,False
2025-12-20 07:00:00+00:00,10,240.03006645576647,3_day_forecast,False
2025-12-20 08:00:00+00:00,11,227.06824676434678,3_day_forecast,False
2025-12-20 09:00:00+00:00,12,231.32315908535912,3_day_forecast,False
2025-12-20 10:00:00+00:00,13,236.90494372294378,3_day_forecast,False
2025-12-20 11:00:00+00:00,14,213.1754694083694,3_day_forecast,False
2025-12-20 12:00:00+00:00,15,235.02217575757575,3_day_forecast,False
2025-12-20 13:00:00+00:00,16,218.99691666666666,3_day_forecast,False
2025-12-20 14:00:00+00:00,17,210.02501080586083,3_day_forecast,False
2025-12-20 15:00:00+00:00,18,220.02195555555554,3_day_forecast,False
2025-12-20 16:00:00+00:00,19,209.004,3_day_forecast,False
2025-12-20 17:00:00+00:00,20,285.11326296481303,3_day_forecast,False
2025-12-20 18:00:00+00:00,21,310.75369457209456,3_day_forecast,False
2025-12-20 19:00:00+00:00,22,258.95256493506486,3_day_forecast,False
2025-12-20 20:00:00+00:00,23,241.17456890331889,3_day_forecast,False
2025-12-20 21:00:00+00:00,24,224.96691233766234,3_day_forecast,False
2025-12-20 22:00:00+00:00,25,186.7054,3_day_forecast,False
2025-12-20 23:00:00+00:00,26,192.82393333333337,3_day_forecast,False
2025-12-21 00:00:00+00:00,27,191.96593333333337,3_day_forecast,False
2025-12-21 01:00:00+00:00,28,187.25593333333333,3_day_forecast,False
2025-12-21 02:00:00+00:00,29,184.68383333333333,3_day_forecast,False
2025-12-21 03:00:00+00:00,30,178.02366666666668,3_day_forecast,False
2025-12-21 04:00:00+00:00,31,174.0453333333333,3_day_forecast,False
2025-12-21 05:00:00+00:00,32,185.48673333333332,3_day_forecast,False
2025-12-21 06:00:00+00:00,33,177.19246666666666,3_day_forecast,False
2025-12-21 07:00:00+00:00,34,189.5002666666667,3_day_forecast,False
2025-12-21 08:00:00+00:00,35,184.68383333333333,3_day_forecast,False
2025-12-21 09:00:00+00:00,36,187.8416,3_day_forecast,False
2025-12-21 10:00:00+00:00,37,169.0,3_day_forecast,False
2025-12-21 11:00:00+00:00,38,177.1206666666667,3_day_forecast,False
2025-12-21 12:00:00+00:00,39,173.0,3_day_forecast,False
2025-12-21 13:00:00+00:00,40,182.4488333333333,3_day_forecast,False
2025-12-21 14:00:00+00:00,41,170.0,3_day_forecast,False
2025-12-21 15:00:00+00:00,42,169.0,3_day_forecast,False
2025-12-21 16:00:00+00:00,43,181.08169999999998,3_day_forecast,False
2025-12-21 17:00:00+00:00,44,190.2499333333334,3_day_forecast,False
2025-12-21 18:00:00+00:00,45,184.82483333333332,3_day_forecast,False
2025-12-21 19:00:00+00:00,46,188.8056,3_day_forecast,False
2025-12-21 20:00:00+00:00,47,174.0453333333333,3_day_forecast,False
2025-12-21 21:00:00+00:00,48,169.044,3_day_forecast,False
2025-12-21 22:00:00+00:00,49,182.60583333333332,3_day_forecast,False
2025-12-21 23:00:00+00:00,50,184.68383333333333,3_day_forecast,False
2025-12-22 00:00:00+00:00,51,181.99726666666663,3_day_forecast,False
2025-12-22 01:00:00+00:00,52,181.1400333333333,3_day_forecast,False
2025-12-22 02:00:00+00:00,53,168.0,3_day_forecast,False
2025-12-22 03:00:00+00:00,54,165.0,3_day_forecast,False
2025-12-22 04:00:00+00:00,55,183.3725,3_day_forecast,False
2025-12-22 05:00:00+00:00,56,184.1243333333333,3_day_forecast,False
2025-12-22 06:00:00+00:00,57,183.3725,3_day_forecast,False
2025-12-22 07:00:00+00:00,58,192.82393333333337,3_day_forecast,False
2025-12-22 08:00:00+00:00,59,184.68383333333333,3_day_forecast,False
2025-12-22 09:00:00+00:00,60,193.17703333333336,3_day_forecast,False
2025-12-22 10:00:00+00:00,61,169.0,3_day_forecast,False
2025-12-22 11:00:00+00:00,62,178.7013333333333,3_day_forecast,False
2025-12-22 12:00:00+00:00,63,184.6798333333333,3_day_forecast,False
2025-12-22 13:00:00+00:00,64,184.72383333333332,3_day_forecast,False
2025-12-22 14:00:00+00:00,65,174.17333333333332,3_day_forecast,False
2025-12-22 15:00:00+00:00,66,173.0,3_day_forecast,False
2025-12-22 16:00:00+00:00,67,181.08169999999998,3_day_forecast,False
2025-12-22 17:00:00+00:00,68,183.3725,3_day_forecast,False
2025-12-22 18:00:00+00:00,69,191.96793333333338,3_day_forecast,False
2025-12-22 19:00:00+00:00,70,190.81793333333337,3_day_forecast,False
2025-12-22 20:00:00+00:00,71,184.1243333333333,3_day_forecast,False
2025-12-22 21:00:00+00:00,72,168.024,3_day_forecast,False
