feature,importance
pm2_5_nowcast,119486486.83120671
pm10_nowcast,81352957.40125172
pm2_5_nowcast_lag_1h,77578806.95015311
pm2_5_nowcast_ma_6h,2077194.8724270314
no2_ppb,1208582.5328747332
pm2_5_pm10_ratio,1149210.9174938053
traffic_index,659481.7233228236
so2_ppb,403653.23272010684
pm10_nowcast_lag_1h,36858.24714773893
co_ppm_8hr_avg_lag_1h,19208.101026952267
no2_ppb_lag_1h,16726.350810036063
co_ppm_8hr_avg,16071.200914800167
pm10_nowcast_ma_6h,14502.878626555204
hour_sin,13037.63214366138
no2_ppb_ma_6h,9833.504502803087
hour_cos,4227.717092320323
hour,4007.7324999272823
season,2517.0484882593155
day_of_week_sin,1923.5410642623901
day_of_week_cos,1896.386898651719
is_rush_hour,165.26482772827148
is_weekend,0.0
