feature,importance
pm2_5_nowcast,0.36008152
pm2_5_nowcast_lag_1h,0.338793
pm10_nowcast,0.20182158
pm2_5_nowcast_ma_6h,0.075875275
pm2_5_pm10_ratio,0.0058634733
traffic_index,0.005571587
no2_ppb,0.0053861714
pm10_nowcast_lag_1h,0.0024919165
so2_ppb,0.0010263791
hour_sin,0.0007093811
hour,0.00041977613
co_ppm_8hr_avg,0.00035550463
season,0.00029469008
day_of_week_cos,0.0002486226
co_ppm_8hr_avg_lag_1h,0.00024497384
no2_ppb_lag_1h,0.0001970372
is_rush_hour,0.00018035178
pm10_nowcast_ma_6h,0.00012130625
is_weekend,0.000109275614
no2_ppb_ma_6h,9.0311696e-05
hour_cos,8.278798e-05
day_of_week_sin,3.5158293e-05
