feature,importance
pm2_5_nowcast,120282533.57850079
pm10_nowcast,81795738.12196548
pm2_5_nowcast_lag_1h,78191431.82079464
pm2_5_nowcast_ma_6h,2108624.7801893502
no2_ppb,1149147.7339485437
pm2_5_pm10_ratio,1122781.4206195772
traffic_index,711288.8553643674
so2_ppb,383433.95746715367
pm10_nowcast_lag_1h,28121.233932361007
pm10_nowcast_ma_6h,22592.586250692606
co_ppm_8hr_avg,19670.828493520617
co_ppm_8hr_avg_lag_1h,18821.569255396724
no2_ppb_lag_1h,15828.41725076735
hour_sin,11858.44033049047
no2_ppb_ma_6h,10281.178902685642
hour_cos,4274.779564529657
hour,3518.8807507008314
day_of_week_sin,2447.028805553913
season,2272.012024283409
day_of_week_cos,2214.9879323095083
is_rush_hour,59.32468578219414
is_weekend,0.0
