feature,importance
pm2_5_nowcast,122667697.06320632
pm10_nowcast,83181082.76494032
pm2_5_nowcast_lag_1h,80172731.58037592
pm2_5_nowcast_ma_6h,2159402.585121855
no2_ppb,1204255.3850917667
pm2_5_pm10_ratio,1162722.6722167283
traffic_index,600701.4549096227
so2_ppb,386031.1550837308
pm10_nowcast_lag_1h,35470.06986159086
co_ppm_8hr_avg_lag_1h,22951.771231859922
no2_ppb_lag_1h,20312.445375561714
co_ppm_8hr_avg,18258.04961179197
pm10_nowcast_ma_6h,15157.971956297755
hour_sin,12450.942688658834
no2_ppb_ma_6h,11498.198188260198
hour_cos,5267.934258073568
hour,4859.375537186861
season,3481.8209680318832
day_of_week_sin,3280.938494026661
day_of_week_cos,1387.308655679226
is_weekend,126.1507625579834
is_rush_hour,14.956700325012207
