feature,importance
pm2_5_nowcast,121800303.64156207
pm10_nowcast,83004612.50439356
pm2_5_nowcast_lag_1h,79297220.11020648
pm2_5_nowcast_ma_6h,2028469.2531562895
pm2_5_pm10_ratio,1235247.8518192917
no2_ppb,1210198.709189102
traffic_index,602373.2896159887
so2_ppb,405624.3782873452
pm10_nowcast_lag_1h,47152.84005653858
no2_ppb_lag_1h,17352.28225955367
hour_sin,15043.24358394742
pm10_nowcast_ma_6h,14532.53970773518
co_ppm_8hr_avg,13916.437840521336
co_ppm_8hr_avg_lag_1h,13468.669174849987
no2_ppb_ma_6h,9878.344317495823
hour_cos,4640.163336575031
hour,3969.054845109582
season,3554.789647459984
day_of_week_cos,3031.723233014345
day_of_week_sin,2853.5813226103783
is_weekend,106.74187052249908
is_rush_hour,47.107500076293945
