feature,importance
pm2_5_nowcast,0.35774907
pm2_5_nowcast_lag_1h,0.3281436
pm10_nowcast,0.2116958
pm2_5_nowcast_ma_6h,0.07694556
traffic_index,0.00681665
pm2_5_pm10_ratio,0.006007839
no2_ppb,0.0052504367
pm10_nowcast_lag_1h,0.003148913
so2_ppb,0.0011360534
season,0.0005714429
hour_sin,0.00041169755
hour,0.00034493997
co_ppm_8hr_avg,0.00033604077
co_ppm_8hr_avg_lag_1h,0.00032999925
is_rush_hour,0.00020102582
no2_ppb_lag_1h,0.00018216012
day_of_week_cos,0.00016953907
is_weekend,0.00015957282
pm10_nowcast_ma_6h,0.00012958181
hour_cos,0.0001280063
no2_ppb_ma_6h,9.536915e-05
day_of_week_sin,4.6772882e-05
