datetime,aqi_forecast,forecast_type
2025-11-23 22:00:00+00:00,167.79489,3_day_forecast
2025-11-23 23:00:00+00:00,168.32703,3_day_forecast
2025-11-24 00:00:00+00:00,171.75333,3_day_forecast
2025-11-24 01:00:00+00:00,172.0733,3_day_forecast
2025-11-24 02:00:00+00:00,167.47185,3_day_forecast
2025-11-24 03:00:00+00:00,167.47218,3_day_forecast
2025-11-24 04:00:00+00:00,166.92917,3_day_forecast
2025-11-24 05:00:00+00:00,168.13364,3_day_forecast
2025-11-24 06:00:00+00:00,172.04663,3_day_forecast
2025-11-24 07:00:00+00:00,182.02214,3_day_forecast
2025-11-24 08:00:00+00:00,181.73535,3_day_forecast
2025-11-24 09:00:00+00:00,171.9574,3_day_forecast
2025-11-24 10:00:00+00:00,172.25879,3_day_forecast
2025-11-24 11:00:00+00:00,172.22452,3_day_forecast
2025-11-24 12:00:00+00:00,171.6608,3_day_forecast
2025-11-24 13:00:00+00:00,172.1682,3_day_forecast
2025-11-24 14:00:00+00:00,170.67648,3_day_forecast
2025-11-24 15:00:00+00:00,170.78537,3_day_forecast
2025-11-24 16:00:00+00:00,170.67358,3_day_forecast
2025-11-24 17:00:00+00:00,180.39911,3_day_forecast
2025-11-24 18:00:00+00:00,180.59236,3_day_forecast
2025-11-24 19:00:00+00:00,171.5595,3_day_forecast
2025-11-24 20:00:00+00:00,172.28447,3_day_forecast
2025-11-24 21:00:00+00:00,171.65332,3_day_forecast
2025-11-24 22:00:00+00:00,173.68239,3_day_forecast
2025-11-24 23:00:00+00:00,172.22035,3_day_forecast
2025-11-25 00:00:00+00:00,171.76225,3_day_forecast
2025-11-25 01:00:00+00:00,172.08191,3_day_forecast
2025-11-25 02:00:00+00:00,167.89116,3_day_forecast
2025-11-25 03:00:00+00:00,167.37274,3_day_forecast
2025-11-25 04:00:00+00:00,167.24162,3_day_forecast
2025-11-25 05:00:00+00:00,166.9706,3_day_forecast
2025-11-25 06:00:00+00:00,171.8153,3_day_forecast
2025-11-25 07:00:00+00:00,180.59338,3_day_forecast
2025-11-25 08:00:00+00:00,180.7421,3_day_forecast
2025-11-25 09:00:00+00:00,171.90578,3_day_forecast
2025-11-25 10:00:00+00:00,171.7503,3_day_forecast
2025-11-25 11:00:00+00:00,172.0664,3_day_forecast
2025-11-25 12:00:00+00:00,170.6018,3_day_forecast
2025-11-25 13:00:00+00:00,170.52306,3_day_forecast
2025-11-25 14:00:00+00:00,170.98593,3_day_forecast
2025-11-25 15:00:00+00:00,171.06117,3_day_forecast
2025-11-25 16:00:00+00:00,170.84952,3_day_forecast
2025-11-25 17:00:00+00:00,181.79158,3_day_forecast
2025-11-25 18:00:00+00:00,180.01244,3_day_forecast
2025-11-25 19:00:00+00:00,172.03046,3_day_forecast
2025-11-25 20:00:00+00:00,172.26607,3_day_forecast
2025-11-25 21:00:00+00:00,172.03741,3_day_forecast
2025-11-25 22:00:00+00:00,171.95901,3_day_forecast
2025-11-25 23:00:00+00:00,171.93294,3_day_forecast
2025-11-26 00:00:00+00:00,171.64333,3_day_forecast
2025-11-26 01:00:00+00:00,172.16936,3_day_forecast
2025-11-26 02:00:00+00:00,167.18669,3_day_forecast
2025-11-26 03:00:00+00:00,166.49126,3_day_forecast
2025-11-26 04:00:00+00:00,167.61906,3_day_forecast
2025-11-26 05:00:00+00:00,166.54953,3_day_forecast
2025-11-26 06:00:00+00:00,171.578,3_day_forecast
2025-11-26 07:00:00+00:00,181.24216,3_day_forecast
2025-11-26 08:00:00+00:00,181.2849,3_day_forecast
2025-11-26 09:00:00+00:00,172.17961,3_day_forecast
2025-11-26 10:00:00+00:00,170.39754,3_day_forecast
2025-11-26 11:00:00+00:00,172.09708,3_day_forecast
2025-11-26 12:00:00+00:00,170.35205,3_day_forecast
2025-11-26 13:00:00+00:00,171.4861,3_day_forecast
2025-11-26 14:00:00+00:00,170.80104,3_day_forecast
2025-11-26 15:00:00+00:00,171.88638,3_day_forecast
2025-11-26 16:00:00+00:00,171.78397,3_day_forecast
2025-11-26 17:00:00+00:00,181.79356,3_day_forecast
2025-11-26 18:00:00+00:00,181.71309,3_day_forecast
2025-11-26 19:00:00+00:00,171.83902,3_day_forecast
2025-11-26 20:00:00+00:00,171.94576,3_day_forecast
2025-11-26 21:00:00+00:00,171.94954,3_day_forecast
