feature,importance
pm2_5_nowcast,0.9983787240543324
pm10_nowcast,0.0010003946449050273
pm2_5_pm10_ratio,0.00021085689601205404
pm10_nowcast_lag_1h,9.996891096163755e-05
no2_ppb,4.954229217266703e-05
co_ppm_8hr_avg,4.799162847935917e-05
pm10_nowcast_ma_6h,3.976404664524739e-05
traffic_index,3.622154309389656e-05
co_ppm_8hr_avg_lag_1h,3.5550249873307216e-05
no2_ppb_lag_1h,3.193042033490679e-05
so2_ppb,2.3967891500261802e-05
no2_ppb_ma_6h,1.1422816666638323e-05
pm2_5_nowcast_lag_1h,8.399784745561434e-06
hour_cos,7.372467545510632e-06
hour_sin,4.4383479736103234e-06
pm2_5_nowcast_ma_6h,4.137582154416312e-06
day_of_week_sin,2.886764156417802e-06
hour,2.6431197688867036e-06
day_of_week_cos,1.75869389337846e-06
season,1.5744903944067757e-06
is_rush_hour,2.945788068966283e-07
is_weekend,1.5877558336976439e-07
