feature,importance
pm2_5_nowcast,0.9984861353371407
pm10_nowcast,0.0008774598798324603
pm2_5_pm10_ratio,0.000228378660333699
pm10_nowcast_lag_1h,9.178748377464185e-05
traffic_index,4.665938092172325e-05
co_ppm_8hr_avg,4.54230634409927e-05
pm10_nowcast_ma_6h,4.517602941623149e-05
co_ppm_8hr_avg_lag_1h,4.134196735782426e-05
no2_ppb,3.828279643503929e-05
no2_ppb_lag_1h,3.167660211261063e-05
so2_ppb,2.5404184299494363e-05
no2_ppb_ma_6h,9.725828424538533e-06
pm2_5_nowcast_lag_1h,8.582314005079927e-06
hour_cos,6.226834273218707e-06
hour_sin,4.342416933347214e-06
pm2_5_nowcast_ma_6h,4.166534256493178e-06
day_of_week_sin,3.0865438961495873e-06
hour,2.541319137267506e-06
day_of_week_cos,1.7277798759797452e-06
season,1.4311074237948433e-06
is_rush_hour,2.8728479519109343e-07
is_weekend,1.566519135767184e-07
