feature,importance
pm2_5_nowcast,117590109.26821868
pm10_nowcast,79655938.79754332
pm2_5_nowcast_lag_1h,76831165.2248468
pm2_5_nowcast_ma_6h,2108237.7738983184
no2_ppb,1235464.2181393057
pm2_5_pm10_ratio,922007.9246458858
traffic_index,626203.0286096036
so2_ppb,376031.97544553876
pm10_nowcast_lag_1h,30413.205311626196
co_ppm_8hr_avg,21942.055764123797
pm10_nowcast_ma_6h,18971.430711641908
no2_ppb_lag_1h,17177.852297380567
hour_sin,12964.452785342932
co_ppm_8hr_avg_lag_1h,11853.572777584195
no2_ppb_ma_6h,10235.391950443387
hour,4711.162115380168
hour_cos,3964.5348784029484
day_of_week_sin,2806.8742979466915
season,2737.447441160679
day_of_week_cos,2644.3335456997156
is_rush_hour,108.49296927452087
is_weekend,13.447099685668945
