datetime,aqi_forecast,forecast_type
2025-12-17 22:00:00+00:00,258.506602414505,3_day_forecast
2025-12-17 23:00:00+00:00,243.749743911656,3_day_forecast
2025-12-18 00:00:00+00:00,246.84464247690727,3_day_forecast
2025-12-18 01:00:00+00:00,170.4066650107978,3_day_forecast
2025-12-18 02:00:00+00:00,235.94383519590787,3_day_forecast
2025-12-18 03:00:00+00:00,235.99804360115706,3_day_forecast
2025-12-18 04:00:00+00:00,242.97505868433993,3_day_forecast
2025-12-18 05:00:00+00:00,247.1301237096078,3_day_forecast
2025-12-18 06:00:00+00:00,308.8425211971313,3_day_forecast
2025-12-18 07:00:00+00:00,346.56537945791155,3_day_forecast
2025-12-18 08:00:00+00:00,346.3528110012368,3_day_forecast
2025-12-18 09:00:00+00:00,328.2964436155461,3_day_forecast
2025-12-18 10:00:00+00:00,336.861343456119,3_day_forecast
2025-12-18 11:00:00+00:00,319.97846795117954,3_day_forecast
2025-12-18 12:00:00+00:00,316.02087191849677,3_day_forecast
2025-12-18 13:00:00+00:00,291.0369314220953,3_day_forecast
2025-12-18 14:00:00+00:00,283.12216510175824,3_day_forecast
2025-12-18 15:00:00+00:00,260.82722167174074,3_day_forecast
2025-12-18 16:00:00+00:00,246.4613467536775,3_day_forecast
2025-12-18 17:00:00+00:00,262.36401239691736,3_day_forecast
2025-12-18 18:00:00+00:00,260.29037807557904,3_day_forecast
2025-12-18 19:00:00+00:00,231.3867991446798,3_day_forecast
2025-12-18 20:00:00+00:00,232.96077306592946,3_day_forecast
2025-12-18 21:00:00+00:00,229.52417676117858,3_day_forecast
2025-12-18 22:00:00+00:00,258.7611682040139,3_day_forecast
2025-12-18 23:00:00+00:00,244.16560454285988,3_day_forecast
2025-12-19 00:00:00+00:00,244.46521664535044,3_day_forecast
2025-12-19 01:00:00+00:00,170.4066650107978,3_day_forecast
2025-12-19 02:00:00+00:00,237.06503150447313,3_day_forecast
2025-12-19 03:00:00+00:00,235.99804360115706,3_day_forecast
2025-12-19 04:00:00+00:00,238.54440423850272,3_day_forecast
2025-12-19 05:00:00+00:00,239.62740328452534,3_day_forecast
2025-12-19 06:00:00+00:00,305.6504665453391,3_day_forecast
2025-12-19 07:00:00+00:00,345.6904762422244,3_day_forecast
2025-12-19 08:00:00+00:00,346.3528110012368,3_day_forecast
2025-12-19 09:00:00+00:00,328.46333222697206,3_day_forecast
2025-12-19 10:00:00+00:00,326.57555110773956,3_day_forecast
2025-12-19 11:00:00+00:00,315.04860946007597,3_day_forecast
2025-12-19 12:00:00+00:00,311.5808796243186,3_day_forecast
2025-12-19 13:00:00+00:00,305.49547760215296,3_day_forecast
2025-12-19 14:00:00+00:00,262.55572849464033,3_day_forecast
2025-12-19 15:00:00+00:00,256.485231935421,3_day_forecast
2025-12-19 16:00:00+00:00,248.99756064576428,3_day_forecast
2025-12-19 17:00:00+00:00,264.93769941635304,3_day_forecast
2025-12-19 18:00:00+00:00,260.27820665929664,3_day_forecast
2025-12-19 19:00:00+00:00,236.2801428696841,3_day_forecast
2025-12-19 20:00:00+00:00,223.42070026829907,3_day_forecast
2025-12-19 21:00:00+00:00,236.93973504614414,3_day_forecast
2025-12-19 22:00:00+00:00,258.7611682040139,3_day_forecast
2025-12-19 23:00:00+00:00,244.16560454285988,3_day_forecast
2025-12-20 00:00:00+00:00,226.505199002594,3_day_forecast
2025-12-20 01:00:00+00:00,170.4277864606309,3_day_forecast
2025-12-20 02:00:00+00:00,203.74922682393068,3_day_forecast
2025-12-20 03:00:00+00:00,204.97755902570222,3_day_forecast
2025-12-20 04:00:00+00:00,214.24084653373524,3_day_forecast
2025-12-20 05:00:00+00:00,219.3351892217638,3_day_forecast
2025-12-20 06:00:00+00:00,261.5817127752743,3_day_forecast
2025-12-20 07:00:00+00:00,315.2773879171258,3_day_forecast
2025-12-20 08:00:00+00:00,326.54562854374984,3_day_forecast
2025-12-20 09:00:00+00:00,276.9462075142707,3_day_forecast
2025-12-20 10:00:00+00:00,274.1666712209265,3_day_forecast
2025-12-20 11:00:00+00:00,265.4535332695322,3_day_forecast
2025-12-20 12:00:00+00:00,261.02869177646363,3_day_forecast
2025-12-20 13:00:00+00:00,255.7254931000231,3_day_forecast
2025-12-20 14:00:00+00:00,242.9636721184187,3_day_forecast
2025-12-20 15:00:00+00:00,245.23998272887,3_day_forecast
2025-12-20 16:00:00+00:00,233.6927307395961,3_day_forecast
2025-12-20 17:00:00+00:00,241.1432996353473,3_day_forecast
2025-12-20 18:00:00+00:00,242.46432973280386,3_day_forecast
2025-12-20 19:00:00+00:00,204.86554080699003,3_day_forecast
2025-12-20 20:00:00+00:00,200.36799187143797,3_day_forecast
2025-12-20 21:00:00+00:00,214.00429772344913,3_day_forecast
