feature,importance
pm2_5_nowcast,0.9984522584316674
pm10_nowcast,0.0009137631363835843
pm2_5_pm10_ratio,0.00022525941915532474
pm10_nowcast_lag_1h,9.357435051245575e-05
co_ppm_8hr_avg,4.562062982167261e-05
pm10_nowcast_ma_6h,4.413872386035627e-05
co_ppm_8hr_avg_lag_1h,4.287709834621174e-05
no2_ppb,4.2250929646259886e-05
traffic_index,4.1178451127132596e-05
no2_ppb_lag_1h,3.187726980444958e-05
so2_ppb,2.5153337250984373e-05
no2_ppb_ma_6h,9.925756335292217e-06
pm2_5_nowcast_lag_1h,8.520276417392794e-06
hour_cos,6.61985960771939e-06
hour_sin,4.296729804927404e-06
pm2_5_nowcast_ma_6h,3.4514662470911572e-06
day_of_week_sin,2.9921157052302196e-06
hour,2.5113570828756823e-06
day_of_week_cos,1.6598388994945425e-06
season,1.6093287467838363e-06
is_rush_hour,3.034245116612447e-07
is_weekend,1.5806906572227496e-07
