feature,importance
pm2_5_nowcast,118651677.28378569
pm10_nowcast,81062201.5379357
pm2_5_nowcast_lag_1h,76927377.4741482
pm2_5_nowcast_ma_6h,2031283.9687736481
no2_ppb,1194982.0901389867
pm2_5_pm10_ratio,1014007.0727460086
traffic_index,670867.4719455093
so2_ppb,398260.68656912446
pm10_nowcast_lag_1h,96583.5772753954
no2_ppb_lag_1h,19505.639497324824
co_ppm_8hr_avg,18460.59981532395
co_ppm_8hr_avg_lag_1h,14753.578334495425
pm10_nowcast_ma_6h,14483.785036668181
no2_ppb_ma_6h,12302.945654794574
hour_sin,10672.703898221254
hour_cos,4955.0869207680225
hour,4391.722529917955
day_of_week_cos,2511.1844453811646
day_of_week_sin,2405.9803445339203
season,1651.5731762647629
is_rush_hour,37.7603600025177
is_weekend,19.53165054321289
