feature,importance
pm2_5_nowcast,0.9984966911532307
pm10_nowcast,0.0008808381053764048
pm2_5_pm10_ratio,0.00021475607102921964
pm10_nowcast_lag_1h,9.697661856711191e-05
co_ppm_8hr_avg,4.767328385346869e-05
no2_ppb,4.546018936416673e-05
pm10_nowcast_ma_6h,4.1465091970674624e-05
traffic_index,3.898139423829555e-05
co_ppm_8hr_avg_lag_1h,3.706203523077934e-05
no2_ppb_lag_1h,3.22314888153171e-05
so2_ppb,2.3357628890275204e-05
no2_ppb_ma_6h,1.2110761300633695e-05
pm2_5_nowcast_lag_1h,8.478119714079874e-06
hour_cos,6.8045885995961594e-06
hour_sin,4.344862368994247e-06
pm2_5_nowcast_ma_6h,3.5342902465133013e-06
day_of_week_sin,2.7920698235217196e-06
hour,2.77626923211037e-06
day_of_week_cos,1.725035332520566e-06
season,1.5224033018295246e-06
is_rush_hour,2.635357481030578e-07
is_weekend,1.5500376578385877e-07
