feature,importance
pm2_5_nowcast,0.998352316726508
pm10_nowcast,0.0009744114738068805
pm2_5_pm10_ratio,0.00022122879113689695
pm10_nowcast_lag_1h,9.632776861967895e-05
co_ppm_8hr_avg,5.8097826617353996e-05
pm10_nowcast_ma_6h,5.284754769302904e-05
no2_ppb,4.9020362814735715e-05
co_ppm_8hr_avg_lag_1h,4.355321222059126e-05
traffic_index,4.15526388645982e-05
no2_ppb_lag_1h,3.540493482350592e-05
so2_ppb,2.6044311503411492e-05
no2_ppb_ma_6h,1.2537039387794479e-05
pm2_5_nowcast_lag_1h,1.0002359158189116e-05
hour_cos,7.295375746801511e-06
hour_sin,5.8184342761175075e-06
pm2_5_nowcast_ma_6h,4.709387368559916e-06
hour,2.7236382721115402e-06
day_of_week_sin,2.6498007003788635e-06
day_of_week_cos,1.5908908357391057e-06
season,1.2135689010193497e-06
is_rush_hour,4.205263516814825e-07
is_weekend,2.3338439312262892e-07
