feature,importance
pm2_5_nowcast_lag_1h,0.37397614
pm2_5_nowcast,0.3551963
pm2_5_nowcast_ma_6h,0.1623297
pm10_nowcast,0.08467576
traffic_index,0.013165637
pm2_5_pm10_ratio,0.0049168775
no2_ppb,0.0016860297
so2_ppb,0.00087489
pm10_nowcast_lag_1h,0.00048708858
is_weekend,0.00044636117
co_ppm_8hr_avg,0.00040730953
hour,0.0003701362
co_ppm_8hr_avg_lag_1h,0.0003499898
no2_ppb_lag_1h,0.00032899182
hour_sin,0.00016814917
hour_cos,0.00014122759
no2_ppb_ma_6h,0.00012836936
pm10_nowcast_ma_6h,9.352475e-05
day_of_week_cos,9.2544535e-05
day_of_week_sin,9.117497e-05
season,4.728755e-05
is_rush_hour,2.650243e-05
