feature,importance
pm2_5_nowcast,118530696.5416643
pm10_nowcast,80437539.25498037
pm2_5_nowcast_lag_1h,77408836.45545904
pm2_5_nowcast_ma_6h,1947453.5928640068
no2_ppb,1240701.6520342082
pm2_5_pm10_ratio,1044988.9138281494
traffic_index,614783.001304537
so2_ppb,408872.6436267942
pm10_nowcast_lag_1h,33841.570838972926
co_ppm_8hr_avg_lag_1h,22744.047186657786
no2_ppb_lag_1h,17219.589620545506
hour_sin,16505.53807348013
pm10_nowcast_ma_6h,15590.86210155487
no2_ppb_ma_6h,11781.366107836366
co_ppm_8hr_avg,11771.68687723577
hour,4068.883142143488
hour_cos,3783.701035425067
season,2688.116694688797
day_of_week_sin,2434.5138330459595
day_of_week_cos,2081.688983052969
is_rush_hour,202.53096961975098
is_weekend,53.60639786720276
