feature,importance
pm2_5_nowcast,118709721.2731125
pm10_nowcast,81111793.69542217
pm2_5_nowcast_lag_1h,77141046.58440335
pm2_5_nowcast_ma_6h,1901642.4649680555
no2_ppb,1237352.9773084372
pm2_5_pm10_ratio,973782.8917041719
traffic_index,620116.3205751479
so2_ppb,384522.76221996546
pm10_nowcast_lag_1h,28495.36481513083
pm10_nowcast_ma_6h,24681.901499822736
co_ppm_8hr_avg_lag_1h,21013.891767069697
co_ppm_8hr_avg,20619.073748782277
no2_ppb_lag_1h,17545.578573793173
hour_sin,14522.569036439061
no2_ppb_ma_6h,12294.342180296779
hour_cos,3563.869328841567
hour,3548.5023380964994
day_of_week_sin,2439.651573613286
season,2182.4164267778397
day_of_week_cos,1544.2430378198624
is_rush_hour,149.4112319946289
is_weekend,90.9320820569992
