feature,importance
pm2_5_nowcast,0.72174555
pm10_nowcast,0.15374543
pm2_5_nowcast_lag_1h,0.11641227
pm2_5_pm10_ratio,0.0029725851
pm10_nowcast_lag_1h,0.001661464
co_ppm_8hr_avg,0.000943811
no2_ppb,0.0005286522
so2_ppb,0.0004167367
traffic_index,0.00026520487
no2_ppb_lag_1h,0.00025387047
season,0.00024067432
co_ppm_8hr_avg_lag_1h,0.00013501101
pm2_5_nowcast_ma_6h,0.00012196938
pm10_nowcast_ma_6h,8.786702e-05
hour_sin,8.324313e-05
hour_cos,7.639773e-05
no2_ppb_ma_6h,7.131668e-05
day_of_week_sin,6.4523105e-05
hour,6.2392945e-05
day_of_week_cos,4.8437636e-05
is_rush_hour,3.2301596e-05
is_weekend,3.041229e-05
