feature,importance
pm2_5_nowcast,122340193.99815807
pm10_nowcast,83384135.33022463
pm2_5_nowcast_lag_1h,79600322.40392505
pm2_5_nowcast_ma_6h,2146588.126030609
no2_ppb,1213040.5110868514
pm2_5_pm10_ratio,1146094.9246888012
traffic_index,605469.3688226491
so2_ppb,368948.8040304631
pm10_nowcast_lag_1h,32851.63492847979
co_ppm_8hr_avg_lag_1h,25221.29835690558
no2_ppb_lag_1h,21512.938669770956
pm10_nowcast_ma_6h,18743.692168325186
co_ppm_8hr_avg,17504.407492622733
hour_sin,13201.567184492946
no2_ppb_ma_6h,13069.461659938097
hour_cos,4847.230450645089
hour,3864.9775923490524
season,3728.4096854031086
day_of_week_sin,2584.7290359586477
day_of_week_cos,2208.907445907593
is_rush_hour,121.2423779964447
is_weekend,13.53602933883667
