feature,importance
pm2_5_nowcast,118564100.39406487
pm10_nowcast,80810055.62291776
pm2_5_nowcast_lag_1h,77062447.98690525
pm2_5_nowcast_ma_6h,2060949.8229751736
no2_ppb,1216722.7861778885
pm2_5_pm10_ratio,953266.1974137872
traffic_index,641875.16091308
so2_ppb,426661.2617960274
pm10_nowcast_lag_1h,94828.76778315008
co_ppm_8hr_avg_lag_1h,22221.405601501465
no2_ppb_lag_1h,19829.714033156633
pm10_nowcast_ma_6h,17066.997120812535
co_ppm_8hr_avg,16341.458604618907
hour_sin,11590.042560219765
no2_ppb_ma_6h,11497.402590304613
hour_cos,5404.0269574820995
hour,4006.8549499958754
season,2283.2567825317383
day_of_week_sin,1897.3679693043232
day_of_week_cos,1653.3569972366095
is_rush_hour,95.88024139404297
is_weekend,47.86173057556152
