feature,importance
pm2_5_nowcast,0.9990634222434199
pm10_nowcast,0.000624261955498437
pm2_5_pm10_ratio,0.00010206170265252745
pm10_nowcast_lag_1h,6.747782842017049e-05
no2_ppb_lag_1h,2.165283713177139e-05
pm10_nowcast_ma_6h,2.0652855308078877e-05
no2_ppb,1.8884785055563638e-05
traffic_index,1.7955788489887264e-05
co_ppm_8hr_avg,1.3997429852308313e-05
pm2_5_nowcast_lag_1h,1.1671482226147911e-05
co_ppm_8hr_avg_lag_1h,1.1298691859761345e-05
so2_ppb,8.996889499984894e-06
no2_ppb_ma_6h,4.925291110023399e-06
hour_cos,4.320926351116402e-06
hour,2.1918077125517966e-06
pm2_5_nowcast_ma_6h,1.683247961201218e-06
season,1.5032504192060218e-06
hour_sin,1.0120970780390173e-06
day_of_week_cos,8.072071995589039e-07
day_of_week_sin,7.016308409244217e-07
is_rush_hour,4.025317187797215e-07
is_weekend,1.1752019395105795e-07
