feature,importance
pm2_5_nowcast,0.9981984021343225
pm10_nowcast,0.0010773038670530493
pm2_5_pm10_ratio,0.0002480623449310481
pm10_nowcast_lag_1h,0.00010540738287605058
pm10_nowcast_ma_6h,5.473436347595161e-05
co_ppm_8hr_avg,5.404184898856382e-05
co_ppm_8hr_avg_lag_1h,4.783198960866226e-05
no2_ppb,4.647554110375087e-05
traffic_index,4.305153273461912e-05
no2_ppb_lag_1h,4.115234531150535e-05
so2_ppb,3.4086816219068854e-05
no2_ppb_ma_6h,1.4875102878792327e-05
pm2_5_nowcast_lag_1h,7.994267395080362e-06
hour_cos,7.908466828921693e-06
hour_sin,4.754494062091725e-06
pm2_5_nowcast_ma_6h,3.9844897716609466e-06
season,2.9952043422140397e-06
hour,2.5807992837483527e-06
day_of_week_sin,2.38850933678166e-06
day_of_week_cos,1.6050918437206534e-06
is_rush_hour,2.0579146186245768e-07
is_weekend,1.5761617015355975e-07
