feature,importance
pm2_5_nowcast,0.9989463077846497
pm10_nowcast,0.0007386278045690093
pm2_5_pm10_ratio,0.00011506750575824107
pm10_nowcast_lag_1h,6.112815351602955e-05
no2_ppb_lag_1h,2.3320559407900838e-05
traffic_index,1.93013149952265e-05
pm10_nowcast_ma_6h,1.7542049777236938e-05
no2_ppb,1.5589847025787003e-05
co_ppm_8hr_avg,1.4579700394083487e-05
pm2_5_nowcast_lag_1h,1.1095034931289877e-05
co_ppm_8hr_avg_lag_1h,1.0008514749089475e-05
so2_ppb,8.678164519862368e-06
no2_ppb_ma_6h,5.283956290027595e-06
hour_cos,3.119422063552193e-06
hour,2.8448050196648865e-06
season,2.2355169211343143e-06
pm2_5_nowcast_ma_6h,1.8396358723419917e-06
hour_sin,1.3006776011790692e-06
day_of_week_cos,1.0648970333599739e-06
day_of_week_sin,5.514701734687088e-07
is_rush_hour,3.827300354231194e-07
is_weekend,1.3045469647218023e-07
