datetime,forecast_hour,aqi_forecast,forecast_type,corrected
2026-01-09 22:00:00+00:00,1,92.80394066569966,3_day_forecast,True
2026-01-09 23:00:00+00:00,2,95.68605062426177,3_day_forecast,True
2026-01-10 00:00:00+00:00,3,97.99173859111144,3_day_forecast,True
2026-01-10 01:00:00+00:00,4,97.99173859111144,3_day_forecast,True
2026-01-10 02:00:00+00:00,5,102.66421525593232,3_day_forecast,True
2026-01-10 03:00:00+00:00,6,104.78882986111874,3_day_forecast,True
2026-01-10 04:00:00+00:00,7,107.98983567956253,3_day_forecast,True
2026-01-10 05:00:00+00:00,8,108.94035554389632,3_day_forecast,True
2026-01-10 06:00:00+00:00,9,107.40103982909469,3_day_forecast,True
2026-01-10 07:00:00+00:00,10,133.72368204314876,3_day_forecast,True
2026-01-10 08:00:00+00:00,11,118.1411457334108,3_day_forecast,True
2026-01-10 09:00:00+00:00,12,117.29563074190062,3_day_forecast,True
2026-01-10 10:00:00+00:00,13,106.10583882778329,3_day_forecast,True
2026-01-10 11:00:00+00:00,14,106.36818769027796,3_day_forecast,True
2026-01-10 12:00:00+00:00,15,123.34404465774138,3_day_forecast,True
2026-01-10 13:00:00+00:00,16,110.37968125720224,3_day_forecast,True
2026-01-10 14:00:00+00:00,17,104.7917119710773,3_day_forecast,True
2026-01-10 15:00:00+00:00,18,109.69835046299814,3_day_forecast,True
2026-01-10 16:00:00+00:00,19,106.0542874876578,3_day_forecast,True
2026-01-10 17:00:00+00:00,20,120.07965289153967,3_day_forecast,True
2026-01-10 18:00:00+00:00,21,143.549974291975,3_day_forecast,True
2026-01-10 19:00:00+00:00,22,159.69131468617343,3_day_forecast,True
2026-01-10 20:00:00+00:00,23,116.18524984519858,3_day_forecast,True
2026-01-10 21:00:00+00:00,24,132.02495424802794,3_day_forecast,True
2026-01-10 22:00:00+00:00,25,118.73831891682487,3_day_forecast,True
2026-01-10 23:00:00+00:00,26,129.05793025997568,3_day_forecast,True
2026-01-11 00:00:00+00:00,27,127.98657417823289,3_day_forecast,True
2026-01-11 01:00:00+00:00,28,110.37968125720224,3_day_forecast,True
2026-01-11 02:00:00+00:00,29,116.14303654133882,3_day_forecast,True
2026-01-11 03:00:00+00:00,30,107.98983567956253,3_day_forecast,True
2026-01-11 04:00:00+00:00,31,120.4783299890897,3_day_forecast,True
2026-01-11 05:00:00+00:00,32,129.1610466645598,3_day_forecast,True
2026-01-11 06:00:00+00:00,33,108.48440574845179,3_day_forecast,True
2026-01-11 07:00:00+00:00,34,138.35137063603574,3_day_forecast,True
2026-01-11 08:00:00+00:00,35,124.98382191845161,3_day_forecast,True
2026-01-11 09:00:00+00:00,36,131.94548486943717,3_day_forecast,True
2026-01-11 10:00:00+00:00,37,120.47813784842579,3_day_forecast,True
2026-01-11 11:00:00+00:00,38,109.88972256424667,3_day_forecast,True
2026-01-11 12:00:00+00:00,39,121.06732100661286,3_day_forecast,True
2026-01-11 13:00:00+00:00,40,106.36818769027796,3_day_forecast,True
2026-01-11 14:00:00+00:00,41,119.31819944048756,3_day_forecast,True
2026-01-11 15:00:00+00:00,42,117.50919508983009,3_day_forecast,True
2026-01-11 16:00:00+00:00,43,105.20489125473678,3_day_forecast,True
2026-01-11 17:00:00+00:00,44,121.26303105285032,3_day_forecast,True
2026-01-11 18:00:00+00:00,45,144.51091092515898,3_day_forecast,True
2026-01-11 19:00:00+00:00,46,131.4016526791895,3_day_forecast,True
2026-01-11 20:00:00+00:00,47,130.25414595135803,3_day_forecast,True
2026-01-11 21:00:00+00:00,48,121.14100695122012,3_day_forecast,True
2026-01-11 22:00:00+00:00,49,133.64353331006777,3_day_forecast,True
2026-01-11 23:00:00+00:00,50,125.07309047090148,3_day_forecast,True
2026-01-12 00:00:00+00:00,51,129.2734361435661,3_day_forecast,True
2026-01-12 01:00:00+00:00,52,129.09768050351528,3_day_forecast,True
2026-01-12 02:00:00+00:00,53,109.39515249535742,3_day_forecast,True
2026-01-12 03:00:00+00:00,54,107.07401641912982,3_day_forecast,True
2026-01-12 04:00:00+00:00,55,133.16907034256798,3_day_forecast,True
2026-01-12 05:00:00+00:00,56,129.6868931162326,3_day_forecast,True
2026-01-12 06:00:00+00:00,57,109.39515249535742,3_day_forecast,True
2026-01-12 07:00:00+00:00,58,142.34813092339397,3_day_forecast,True
2026-01-12 08:00:00+00:00,59,155.00351594550125,3_day_forecast,True
2026-01-12 09:00:00+00:00,60,161.52844156786009,3_day_forecast,True
2026-01-12 10:00:00+00:00,61,141.84717288444105,3_day_forecast,True
2026-01-12 11:00:00+00:00,62,144.09325493038602,3_day_forecast,True
2026-01-12 12:00:00+00:00,63,140.6908897494879,3_day_forecast,True
2026-01-12 13:00:00+00:00,64,137.0414430509694,3_day_forecast,True
2026-01-12 14:00:00+00:00,65,148.12864137441736,3_day_forecast,True
2026-01-12 15:00:00+00:00,66,122.83809558749091,3_day_forecast,True
2026-01-12 16:00:00+00:00,67,113.7718958573302,3_day_forecast,True
2026-01-12 17:00:00+00:00,68,147.66839415755683,3_day_forecast,True
2026-01-12 18:00:00+00:00,69,163.7348689543274,3_day_forecast,True
2026-01-12 19:00:00+00:00,70,159.68650019010934,3_day_forecast,True
2026-01-12 20:00:00+00:00,71,136.56555154994496,3_day_forecast,True
2026-01-12 21:00:00+00:00,72,142.20569979410845,3_day_forecast,True
