feature,importance
pm2_5_nowcast_lag_1h,0.45453322
pm2_5_nowcast,0.33549356
pm10_nowcast,0.1194853
pm2_5_nowcast_ma_6h,0.06989038
traffic_index,0.007210809
pm2_5_pm10_ratio,0.003950204
no2_ppb,0.0038906303
pm10_nowcast_lag_1h,0.001577329
so2_ppb,0.0010879737
is_rush_hour,0.0005545679
season,0.00037832634
hour_sin,0.00030572267
no2_ppb_lag_1h,0.00029859936
co_ppm_8hr_avg_lag_1h,0.00028127825
co_ppm_8hr_avg,0.00027741416
hour,0.00024440174
hour_cos,0.00013917021
day_of_week_cos,0.00012226835
is_weekend,8.5863656e-05
no2_ppb_ma_6h,7.1521776e-05
day_of_week_sin,6.267971e-05
pm10_nowcast_ma_6h,5.8771377e-05
