feature,importance
pm2_5_nowcast,122755723.03362589
pm10_nowcast,83540374.21800494
pm2_5_nowcast_lag_1h,80096140.91252713
pm2_5_nowcast_ma_6h,1993262.2659238577
no2_ppb,1732373.5086710304
pm2_5_pm10_ratio,1235247.8679082096
so2_ppb,387952.9860083312
traffic_index,94933.76945951581
pm10_nowcast_lag_1h,41607.10107991099
co_ppm_8hr_avg_lag_1h,22507.027932420373
no2_ppb_lag_1h,21269.524811685085
pm10_nowcast_ma_6h,18484.638375878334
co_ppm_8hr_avg,17294.046335101128
hour_sin,11575.148128062487
no2_ppb_ma_6h,10801.201918572187
hour_cos,5705.930253982544
hour,5353.576661556959
day_of_week_sin,3775.43255533278
season,3714.9065294861794
day_of_week_cos,1680.1320495009422
is_weekend,84.29590463638306
is_rush_hour,22.553640216588974
